Region,crop type,Year,Area cultivated(Ha),Production(kg),Yeild (kg/ha),Year_Since_Start,Decade,Is_Recent,Region_Code,Region_Avg_Yield,Region_Growth_Rate,Crop_Code,Crop_Avg_Yield,Crop_Trend,Yield_to_Production_Ratio,Area_Missing_Flag,Region_Crop,Region_Year,Crop_Year,Area_Filled,Yield_Growth_Rate,Production_Growth_Rate,Area_Efficiency,Regional_Avg_Yield,Yield_Anomaly,Rolling_Yield_Trend,Yield_Stability,Production_Area_Ratio,Early_Warning_Score,Risk_Level,Risk_Name
Benushangul Gumuz,Sorghum,1999,52140.0,66651000,1278,3,1990,0,2,1183.4835164835165,0.2058727746417716,4,1501.899613899614,0.0450141110065851,52152.58215962441,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_1999,Sorghum_1999,52140.0,inf,8.213574785734034,1278.3084004602993,1148.8333333333333,129.16666666666674,894.0,776.7856847290635,1278.3084004602993,inf,0,Low Risk
S.N.N.P.R,Sorghum,1999,82910.0,79245000,956,3,1990,0,7,1521.2747252747254,-0.725158672354593,4,1501.899613899614,-0.0185891561191885,82892.25941422595,0,S.N.N.P.R_Sorghum,S.N.N.P.R_1999,Sorghum_1999,82910.0,-0.2519561815336463,0.18895440428500687,955.7954408394645,1491.7666666666667,-535.7666666666667,744.6666666666666,664.6934130359148,955.7954408394645,-535.8296684439152,2,High Risk
Gambela,Sorghum,1999,58318.95,8294000,0,3,1990,0,4,485.2197802197802,-0.390460792239288,4,1501.899613899614,0.8918795620437956,inf,1,Gambela_Sorghum,Gambela_1999,Sorghum_1999,3359.7313636363638,-1.0,-0.8953372452520664,142.2179240195511,462.8839779005525,-462.8839779005525,744.6666666666666,664.6934130359148,142.2179240195511,-464.77931514580456,2,High Risk
Harari,Sorghum,1999,3260.0,2545000,781,3,1990,0,5,12684.181318681318,1.0118577075098814,4,1501.899613899614,0.1142732049036776,3258.642765685019,0,Harari_Sorghum,Harari_1999,Sorghum_1999,3260.0,inf,-0.6931516759102966,780.6748466257669,536.2277777777778,244.77222222222224,579.0,509.005893875503,780.6748466257669,inf,0,Low Risk
DIRE DAWA,Sorghum,1999,4940.0,5336000,1080,3,1990,0,3,361.5824175824176,39.732824427480914,4,1501.899613899614,0.5928358208955224,4940.740740740741,0,DIRE DAWA_Sorghum,DIRE DAWA_1999,Sorghum_1999,4940.0,0.382842509603073,1.0966601178781925,1080.161943319838,361.5824175824176,718.4175824175825,620.3333333333334,557.6381742073736,1080.161943319838,719.8970850450637,0,Low Risk
Tigray,Sorghum,2000,81570.0,104165000,1277,4,2000,0,9,1323.2252747252746,-0.225492966124379,4,1501.899613899614,-0.284713686335638,81570.0861393892,0,Tigray_Sorghum,Tigray_2000,Sorghum_2000,81570.0,0.18240740740740735,18.521176911544227,1277.0013485350007,1323.2252747252746,-46.22527472527463,1046.0,249.7418667344342,1277.0013485350007,-27.521690406322996,1,Medium Risk
Afar,Sorghum,2000,4310.0,5290000,1227,4,2000,0,0,454.0164835164835,-0.566037735849056,4,1501.899613899614,-0.17780540876593,4311.328443357783,0,Afar_Sorghum,Afar_2000,Sorghum_2000,4310.0,-0.03915426781519182,-0.949215187442999,1227.3781902552205,425.4088397790055,801.5911602209944,1194.6666666666667,102.4027994409002,1227.3781902552205,800.6027907657362,0,Low Risk
Amhara,Sorghum,2000,356850.0,36944000,1037,4,2000,0,1,1654.5824175824175,-0.929617740353016,4,1501.899613899614,-0.927015403337488,35625.84378013501,0,Amhara_Sorghum,Amhara_2000,Sorghum_2000,356850.0,-0.15484922575387128,5.9837429111531195,103.52809303628976,1625.4222222222222,-588.4222222222222,1180.3333333333333,126.62279942148339,103.52809303628976,-582.5933285368229,2,High Risk
Oromiya,Sorghum,2000,368030.0,513295000,1395,4,2000,0,6,1857.7087912087911,-0.644483061700416,4,1501.899613899614,0.0405985375119863,367953.4050179211,0,Oromiya_Sorghum,Oromiya_2000,Sorghum_2000,368030.0,0.3452266152362584,12.893866392377653,1394.7096704073037,1817.2122905027934,-422.2122905027934,1219.6666666666667,179.11262750943385,1394.7096704073037,-408.9731974951795,1,Medium Risk
Somalia,Sorghum,2000,16250.0,7702000,474,4,2000,0,8,549.7857142857143,-0.262472469596859,4,1501.899613899614,0.0646944982029305,16248.945147679326,0,Somalia_Sorghum,Somalia_2000,Sorghum_2000,16250.0,-0.6602150537634408,-0.984994983391617,473.96923076923076,549.7857142857143,-75.78571428571433,968.6666666666666,464.2869084233726,473.96923076923076,-77.43092432286939,1,Medium Risk
Benushangul Gumuz,Sorghum,2000,60350.0,74359000,1232,4,2000,0,2,1183.4835164835165,0.5066458645702476,4,1501.899613899614,0.1156471770866154,60356.331168831166,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2000,Sorghum_2000,60350.0,1.5991561181434597,8.654505323292652,1232.129246064623,1148.8333333333333,83.16666666666674,1033.6666666666667,491.48991173098676,1232.129246064623,93.42032810810285,0,Low Risk
S.N.N.P.R,Sorghum,2000,93240.0,87370000,937,4,2000,0,7,1521.2747252747254,-0.738357555049127,4,1501.899613899614,0.1025301280837907,93244.3970117396,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2000,Sorghum_2000,93240.0,-0.23944805194805197,0.17497545690501481,937.0441870441871,1491.7666666666667,-554.7666666666667,881.0,382.09030346241434,937.0441870441871,-554.8311392617097,2,High Risk
Gambela,Sorghum,2000,5310.0,10133000,1908,4,2000,0,4,485.2197802197802,-0.298317291046326,4,1501.899613899614,0.2217265493127562,5310.796645702306,0,Gambela_Sorghum,Gambela_2000,Sorghum_2000,5310.0,1.0362860192102454,-0.8840219755064668,1908.2862523540489,462.8839779005525,1445.1160220994475,1359.0,497.80216954127434,1908.2862523540489,1445.2682861431513,0,Low Risk
Harari,Sorghum,2000,3910.0,3184000,814,4,2000,0,5,12684.181318681318,0.9569760295021512,4,1501.899613899614,0.2510805500982318,3911.547911547912,0,Harari_Sorghum,Harari_2000,Sorghum_2000,3910.0,-0.5733752620545074,-0.6857791374716273,814.3222506393862,536.2277777777778,277.77222222222224,1219.6666666666667,599.278176920646,814.3222506393862,276.5130678226961,0,Low Risk
DIRE DAWA,Sorghum,2000,5590.0,5701000,1020,4,2000,0,3,361.5824175824176,20.11481481481481,4,1501.899613899614,0.0684032983508244,5589.21568627451,0,DIRE DAWA_Sorghum,DIRE DAWA_2000,Sorghum_2000,5590.0,0.2530712530712531,0.7905150753768844,1019.8568872987478,361.5824175824176,658.4175824175825,1247.3333333333333,581.3512994165688,1019.8568872987478,659.4611687460306,0,Low Risk
Tigray,Sorghum,2001,134360.0,171080000,1273,5,2000,0,9,1323.2252747252746,0.9879385073031292,4,1501.899613899614,0.6423942783084529,134391.2018853103,0,Tigray_Sorghum,Tigray_2001,Sorghum_2001,134360.0,0.24803921568627452,29.008770391159445,1273.295623697529,1323.2252747252746,-50.22527472527463,1035.6666666666667,229.90070320321627,1273.295623697529,-20.96846511842891,1,Medium Risk
Afar,Sorghum,2001,11250.0,0,0,5,2000,0,0,454.0164835164835,-1.0,4,1501.899613899614,-1.0,64289.84447004608,0,Afar_Sorghum,Afar_2001,Sorghum_2001,11250.0,-1.0,-1.0,0.0,425.4088397790055,-425.4088397790055,764.3333333333334,673.9112206613967,0.0,-427.4088397790055,2,High Risk
Amhara,Sorghum,2001,520870.0,570791000,1096,5,2000,0,1,1654.5824175824175,-0.120348352476486,4,1501.899613899614,14.450167821567778,520794.70802919706,0,Amhara_Sorghum,Amhara_2001,Sorghum_2001,520870.0,inf,inf,1095.8415727532781,1625.4222222222222,-529.4222222222222,789.6666666666666,689.5740230992852,1095.8415727532781,inf,1,Medium Risk
Oromiya,Sorghum,2001,410420.0,536990000,1308,5,2000,0,6,1857.7087912087911,-0.688651633536728,4,1501.899613899614,0.0461625381116121,410542.8134556575,0,Oromiya_Sorghum,Oromiya_2001,Sorghum_2001,410420.0,0.1934306569343065,-0.05921782228521477,1308.3914039276838,1817.2122905027934,-509.2122905027934,801.3333333333334,702.0237412889492,1308.3914039276838,-509.0780776681443,1,Medium Risk
Somalia,Sorghum,2001,24510.0,21283000,868,5,2000,0,8,549.7857142857143,0.1172764974539346,4,1501.899613899614,1.7633082316281483,24519.585253456225,0,Somalia_Sorghum,Somalia_2001,Sorghum_2001,24510.0,-0.33639143730886845,-0.9603661148252295,868.3394532843737,549.7857142857143,318.21428571428567,1090.6666666666667,220.0484795069784,868.3394532843737,316.91752816215154,0,Low Risk
Benushangul Gumuz,Sorghum,2001,61070.0,75467000,1236,5,2000,0,2,1183.4835164835165,0.5928701084891721,4,1501.899613899614,0.0149006845170054,61057.44336569579,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2001,Sorghum_2001,61070.0,0.42396313364055294,2.545881689611427,1235.7458654003603,1148.8333333333333,87.16666666666674,1137.3333333333333,236.0112991645379,1235.7458654003603,90.13651148991872,0,Low Risk
S.N.N.P.R,Sorghum,2001,153800.0,146571000,953,5,2000,0,7,1521.2747252747254,-0.746974661386494,4,1501.899613899614,0.6775895616344283,153799.58027282267,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2001,Sorghum_2001,153800.0,-0.22896440129449835,0.9421866511190322,952.997399219766,1491.7666666666667,-538.7666666666667,1019.0,192.67329861711477,952.997399219766,-538.0534444168421,2,High Risk
Gambela,Sorghum,2001,4540.0,5720000,1260,5,2000,0,4,485.2197802197802,-0.765765765765765,4,1501.899613899614,-0.43550774696536,4539.68253968254,0,Gambela_Sorghum,Gambela_2001,Sorghum_2001,4540.0,0.3221406086044072,-0.9609745447598774,1259.9118942731277,462.8839779005525,797.1160220994475,1149.6666666666667,170.74054390604766,1259.9118942731277,796.477188163292,0,Low Risk
Harari,Sorghum,2001,4990.0,3781000,758,5,2000,0,5,12684.181318681318,2.9385416666666666,4,1501.899613899614,0.1875,4988.126649076517,0,Harari_Sorghum,Harari_2001,Sorghum_2001,4990.0,-0.39841269841269844,-0.338986013986014,757.7154308617235,536.2277777777778,221.77222222222224,990.3333333333334,253.07377053604995,757.7154308617235,221.03482350982353,0,Low Risk
DIRE DAWA,Sorghum,2001,7060.0,6424000,910,5,2000,0,3,361.5824175824176,14.668292682926827,4,1501.899613899614,0.1268198561655849,7059.340659340659,0,DIRE DAWA_Sorghum,DIRE DAWA_2001,Sorghum_2001,7060.0,0.20052770448548807,0.6990214229039937,909.915014164306,361.5824175824176,548.4175824175825,976.0,257.4257174409736,909.915014164306,549.317131544972,0,Low Risk
Tigray,Sorghum,2002,114058.73,192349234,1686,6,2000,0,9,1323.2252747252746,1.149220666688783,4,1501.899613899614,0.1243233224222586,114086.14116251485,0,Tigray_Sorghum,Tigray_2002,Sorghum_2002,114058.73,0.8527472527472528,28.942284246575344,1686.4051879238004,1323.2252747252746,362.77472527472537,1118.0,497.7388873696726,1686.4051879238004,392.56975677404796,0,Low Risk
Afar,Sorghum,2002,1404.78,1094059,779,6,2000,0,0,454.0164835164835,-0.819210537970019,4,1501.899613899614,inf,1404.4403080872914,0,Afar_Sorghum,Afar_2002,Sorghum_2002,1404.78,-0.5379596678529063,-0.9943121218772308,778.8116288671536,425.4088397790055,353.5911602209945,1125.0,490.2356576178437,778.8116288671536,352.05888843126434,0,Low Risk
Amhara,Sorghum,2002,409473.2,522628511,1276,6,2000,0,1,1654.5824175824175,-0.180177172181893,4,1501.899613899614,-0.0843785010625605,409583.4725705329,0,Amhara_Sorghum,Amhara_2002,Sorghum_2002,409473.2,0.637997432605905,476.6968253083243,1276.3436312803865,1625.4222222222222,-349.4222222222222,1247.0,454.1948920892874,1276.3436312803865,127.91260051870802,1,Medium Risk
Oromiya,Sorghum,2002,437397.55,635585291,1453,6,2000,0,6,1857.7087912087911,-0.617206633937983,4,1501.899613899614,0.1836073129853441,437429.6565726084,0,Oromiya_Sorghum,Oromiya_2002,Sorghum_2002,437397.55,0.13871473354231978,0.21613206631966553,1453.1066554899542,1817.2122905027934,-364.2122905027934,1169.3333333333333,349.43144296604584,1453.1066554899542,-363.8574437029314,1,Medium Risk
Somalia,Sorghum,2002,20824.36,27905426,1340,6,2000,0,8,549.7857142857143,0.0592414588027978,4,1501.899613899614,0.3111603627308179,20824.9447761194,0,Somalia_Sorghum,Somalia_2002,Sorghum_2002,20824.36,-0.07777013076393668,-0.9560949153557425,1340.037629007566,549.7857142857143,790.2142857142857,1356.3333333333333,89.62328566467863,1340.037629007566,789.180420668166,0,Low Risk
Benushangul Gumuz,Sorghum,2002,52375.42,67039074,1280,6,2000,0,2,1183.4835164835165,0.6250889763048864,4,1501.899613899614,-0.111676971391469,52374.2765625,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2002,Sorghum_2002,52375.42,-0.04477611940298509,1.402366980529163,1279.9720555940173,1148.8333333333333,131.16666666666674,1357.6666666666667,87.84266237616312,1279.9720555940173,132.5242575277929,0,Low Risk
S.N.N.P.R,Sorghum,2002,84276.06,84200946,999,6,2000,0,7,1521.2747252747254,-0.742534452952188,4,1501.899613899614,-0.425527928444235,84285.23123123123,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2002,Sorghum_2002,84276.06,-0.21953124999999996,0.2559980467510634,999.1087148592376,1491.7666666666667,-492.76666666666665,1206.3333333333333,182.04486626470094,999.1087148592376,-492.73019986991557,2,High Risk
Gambela,Sorghum,2002,2664.26,3321791,1247,6,2000,0,4,485.2197802197802,-0.697654756439303,4,1501.899613899614,-0.419267307692307,2663.825982357658,0,Gambela_Sorghum,Gambela_2002,Sorghum_2002,2664.26,0.2482482482482482,-0.9605492437103973,1246.7968591653967,462.8839779005525,784.1160220994475,1175.3333333333333,153.59796005589695,1246.7968591653967,783.4037211039854,0,Low Risk
Harari,Sorghum,2002,3834.52,3489212,910,6,2000,0,5,12684.181318681318,3.2204465732878536,4,1501.899613899614,-0.0771721766728378,3834.298901098901,0,Harari_Sorghum,Harari_2002,Sorghum_2002,3834.52,-0.2702485966319166,0.050400822929558275,909.947529286586,536.2277777777778,373.77222222222224,1052.0,174.63962895059018,909.947529286586,373.55237444851986,0,Low Risk
DIRE DAWA,Sorghum,2002,6160.24,8574942,1392,6,2000,0,3,361.5824175824176,24.985696406222065,4,1501.899613899614,0.3348290784557908,6160.1594827586205,0,DIRE DAWA_Sorghum,DIRE DAWA_2002,Sorghum_2002,6160.24,0.5296703296703296,1.4575583254901106,1391.981805903666,361.5824175824176,1030.4175824175825,1183.0,247.29132617218818,1391.981805903666,1032.4048110727429,0,Low Risk
Tigray,Sorghum,2004,128927.0,194205000,1506,8,2000,0,9,1323.2252747252746,2.0447147652321966,4,1501.899613899614,0.0096478990917114,128954.18326693228,0,Tigray_Sorghum,Tigray_2004,Sorghum_2004,128927.0,0.0818965517241379,21.64796659849128,1506.3175285238933,1323.2252747252746,182.77472527472537,1269.3333333333333,316.36898288759716,1506.3175285238933,204.50458842494078,0,Low Risk
Afar,Sorghum,2004,3045.0,2863500,940,8,2000,0,0,454.0164835164835,-0.865450940222345,4,1501.899613899614,1.6173177132129073,3046.276595744681,0,Afar_Sorghum,Afar_2004,Sorghum_2004,3045.0,-0.3758300132802125,-0.9852552714914652,940.3940886699507,425.4088397790055,514.5911602209944,1279.3333333333333,299.34818077505116,940.3940886699507,513.2300749362228,0,Low Risk
Amhara,Sorghum,2004,457450.0,603949400,1320,8,2000,0,1,1654.5824175824175,0.3004617672043004,4,1501.899613899614,0.1555997946694491,457537.42424242425,0,Amhara_Sorghum,Amhara_2004,Sorghum_2004,457450.0,0.4042553191489362,209.913008555963,1320.2522680074326,1625.4222222222222,-305.4222222222222,1255.3333333333333,288.4880124603668,1320.2522680074326,-95.10495834711028,1,Medium Risk
Oromiya,Sorghum,2004,500943.0,756626600,1510,8,2000,0,6,1857.7087912087911,-0.51234401083659,4,1501.899613899614,0.1904407020017082,501077.2185430463,0,Oromiya_Sorghum,Oromiya_2004,Sorghum_2004,500943.0,0.14393939393939403,0.2527979993025906,1510.4045769678387,1817.2122905027934,-307.2122905027934,1256.6666666666667,290.2297940138689,1510.4045769678387,-306.8155531095514,1,Medium Risk
Somalia,Sorghum,2004,31008.0,27036800,872,8,2000,0,8,549.7857142857143,1.3278488096775585,4,1501.899613899614,-0.0311274947030014,31005.504587155963,0,Somalia_Sorghum,Somalia_2004,Sorghum_2004,31008.0,-0.42251655629139073,-0.9642666541197468,871.9298245614035,549.7857142857143,322.21428571428567,1234.0,327.5789981057997,871.9298245614035,320.82750250387454,0,Low Risk
Benushangul Gumuz,Sorghum,2004,48006.0,54012800,1125,8,2000,0,2,1183.4835164835165,0.2272456681677928,4,1501.899613899614,-0.194308680337678,48011.37777777778,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2004,Sorghum_2004,48006.0,0.290137614678899,0.9977512131613209,1125.1260259134274,1148.8333333333333,-23.833333333333258,1169.0,321.26780106322457,1125.1260259134274,-22.545444505493037,1,Medium Risk
S.N.N.P.R,Sorghum,2004,99624.0,92417200,928,8,2000,0,7,1521.2747252747254,-0.759857146791961,4,1501.899613899614,0.0975791174602718,99587.5,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2004,Sorghum_2004,99624.0,-0.1751111111111111,0.7110240535576753,927.6600016060387,1491.7666666666667,-563.7666666666667,975.0,132.88717018583867,927.6600016060387,-563.2307537242201,2,High Risk
Gambela,Sorghum,2004,2945.0,0,0,8,2000,0,4,485.2197802197802,-0.1133742964865565,4,1501.899613899614,-1.0,64289.84447004608,0,Gambela_Sorghum,Gambela_2004,Sorghum_2004,2945.0,-1.0,-1.0,0.0,462.8839779005525,-462.8839779005525,684.3333333333334,600.7797710753366,0.0,-464.8839779005525,2,High Risk
Harari,Sorghum,2004,5053.0,4029700,797,8,2000,0,5,12684.181318681318,2.3433170165104125,4,1501.899613899614,0.1549025969187312,5056.085319949812,0,Harari_Sorghum,Harari_2004,Sorghum_2004,5053.0,inf,inf,797.48664159905,536.2277777777778,260.77222222222224,575.0,502.25391984533155,797.48664159905,inf,0,Low Risk
DIRE DAWA,Sorghum,2004,6647.0,7302600,1099,8,2000,0,3,361.5824175824176,30.088122605363985,4,1501.899613899614,-0.148379079415347,6644.767970882621,0,DIRE DAWA_Sorghum,DIRE DAWA_2004,Sorghum_2004,6647.0,0.3789209535759097,0.8121944561629899,1098.630961335941,361.5824175824176,737.4175824175825,632.0,567.7754837961927,1098.630961335941,738.6086978273214,0,Low Risk
Tigray,Sorghum,2005,142038.0,183866700,1294,9,2000,0,9,1323.2252747252746,2.410098241227932,4,1501.899613899614,-0.0532339538116938,142091.73106646058,0,Tigray_Sorghum,Tigray_2005,Sorghum_2005,142038.0,0.17743403093721555,24.178251581628462,1294.4895028091075,1323.2252747252746,-29.22527472527463,1063.3333333333333,250.41232664015,1294.4895028091075,-4.869589112708951,1,Medium Risk
Afar,Sorghum,2005,1725.0,1077900,625,9,2000,0,0,454.0164835164835,-0.917912436886475,4,1501.899613899614,-0.62357255107386,1724.64,0,Afar_Sorghum,Afar_2005,Sorghum_2005,1725.0,-0.5170015455950541,-0.9941376007727337,624.8695652173913,425.4088397790055,199.59116022099448,1006.0,344.0595878623352,624.8695652173913,198.0800210746267,0,Low Risk
Amhara,Sorghum,2005,411949.0,566553200,1375,9,2000,0,1,1654.5824175824175,0.1395297010187022,4,1501.899613899614,-0.0619194257002324,412038.6909090909,0,Amhara_Sorghum,Amhara_2005,Sorghum_2005,411949.0,1.2000000000000002,524.6083124594118,1375.299369582157,1625.4222222222222,-250.42222222222222,1098.0,411.6272585726069,1375.299369582157,275.3860902371896,1,Medium Risk
Oromiya,Sorghum,2005,522499.0,794826600,1521,9,2000,0,6,1857.7087912087911,-0.452842870790841,4,1501.899613899614,0.0504872548757868,522568.44181459566,0,Oromiya_Sorghum,Oromiya_2005,Sorghum_2005,522499.0,0.10618181818181816,0.402916089786449,1521.2021458414274,1817.2122905027934,-296.2122905027934,1173.6666666666667,480.73416077218076,1521.2021458414274,-295.7031925948251,1,Medium Risk
Somalia,Sorghum,2005,21994.0,13838900,629,9,2000,0,8,549.7857142857143,0.335659341189642,4,1501.899613899614,-0.488145786483607,22001.430842607315,0,Somalia_Sorghum,Somalia_2005,Sorghum_2005,21994.0,-0.5864562787639711,-0.9825887809995287,629.21251250341,549.7857142857143,79.21428571428567,1175.0,478.45166945053035,629.21251250341,77.64524065452217,0,Low Risk
Benushangul Gumuz,Sorghum,2005,49862.0,51159300,1026,9,2000,0,2,1183.4835164835165,0.0228014266635745,4,1501.899613899614,-0.0528300699093547,49862.865497076025,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2005,Sorghum_2005,49862.0,0.631160572337043,2.6967750326976856,1026.017809153263,1148.8333333333333,-122.83333333333326,1058.6666666666667,446.89633398958773,1026.017809153263,-119.50539772829853,1,Medium Risk
S.N.N.P.R,Sorghum,2005,92009.0,97593400,1061,9,2000,0,7,1521.2747252747254,-0.690740375148421,4,1501.899613899614,0.0560090545915694,91982.46936852028,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2005,Sorghum_2005,92009.0,0.034113060428849984,0.9076375165414694,1060.6940625373604,1491.7666666666667,-430.76666666666665,905.3333333333334,239.9506893787417,1060.6940625373604,-429.82491608969633,1,Medium Risk
Gambela,Sorghum,2005,58318.95,0,0,9,2000,0,4,485.2197802197802,-0.1133742964865565,4,1501.899613899614,0.050681203459444796,64289.84447004608,1,Gambela_Sorghum,Gambela_2005,Sorghum_2005,3359.7313636363638,-1.0,-1.0,0.0,462.8839779005525,-462.8839779005525,695.6666666666666,602.7191164492244,0.0,-464.8839779005525,2,High Risk
Harari,Sorghum,2005,4649.0,2605500,561,9,2000,0,5,12684.181318681318,1.5675009854158457,4,1501.899613899614,-0.35342581333598,4644.385026737968,0,Harari_Sorghum,Harari_2005,Sorghum_2005,4649.0,inf,inf,560.4431060443106,536.2277777777778,24.77222222222224,540.6666666666666,530.7921752751579,560.4431060443106,inf,0,Low Risk
DIRE DAWA,Sorghum,2005,6892.0,4426100,642,9,2000,0,3,361.5824175824176,13.412569195701726,4,1501.899613899614,-0.39390080245392,6894.236760124611,0,DIRE DAWA_Sorghum,DIRE DAWA_2005,Sorghum_2005,6892.0,0.14438502673796783,0.6987526386490117,642.2083575159605,361.5824175824176,280.4175824175824,401.0,349.6298042215521,642.2083575159605,281.2607200829694,0,Low Risk
Tigray,Sorghum,2006,184010.83,69563027,1595,10,2000,0,9,1323.2252747252746,-0.762974466451942,4,1501.899613899614,-0.621665984106964,43613.18307210031,0,Tigray_Sorghum,Tigray_2006,Sorghum_2006,184010.83,1.4844236760124612,14.716551139829647,378.0376785431597,1323.2252747252746,271.77472527472537,932.6666666666666,575.0255066806457,378.0376785431597,287.9757000905675,0,Low Risk
Afar,Sorghum,2006,2265.28,1451898,641,10,2000,0,0,454.0164835164835,-0.958192000657917,4,1501.899613899614,0.3469691065961591,2265.0514820592825,0,Afar_Sorghum,Afar_2006,Sorghum_2006,2265.28,-0.5981191222570532,-0.9791283090656765,640.9353369119932,425.4088397790055,215.59116022099448,959.3333333333334,550.5037087371286,640.9353369119932,214.01391278967176,0,Low Risk
Amhara,Sorghum,2006,537623.62,851540211,1584,10,2000,0,1,1654.5824175824175,0.1734373743398694,4,1501.899613899614,0.5030189768586604,537588.5170454546,0,Amhara_Sorghum,Amhara_2006,Sorghum_2006,537623.62,1.4711388455538223,585.5014009248583,1583.8965761958152,1625.4222222222222,-41.42222222222222,1273.3333333333333,547.6443493119715,1583.8965761958152,545.5503175481899,1,Medium Risk
Oromiya,Sorghum,2006,542045.77,817642891,1508,10,2000,0,6,1857.7087912087911,-0.597566864416165,4,1501.899613899614,0.0287059982642754,542203.5086206896,0,Oromiya_Sorghum,Oromiya_2006,Sorghum_2006,542045.77,-0.04797979797979801,-0.03980706907568454,1508.4388371852804,1817.2122905027934,-309.2122905027934,1244.3333333333333,523.8819841656447,1508.4388371852804,-309.30007736984885,1,Medium Risk
Somalia,Sorghum,2006,30475.03,18001872,591,10,2000,0,8,549.7857142857143,0.3121001244033117,4,1501.899613899614,0.3008166834069181,30460.020304568527,0,Somalia_Sorghum,Somalia_2006,Sorghum_2006,30475.03,-0.6080901856763925,-0.9779832097873642,590.7089180880216,549.7857142857143,41.214285714285666,1227.6666666666667,552.6774224928432,590.7089180880216,39.62821231882191,0,Low Risk
Benushangul Gumuz,Sorghum,2006,52886.98,72315689,1367,10,2000,0,2,1183.4835164835165,0.1540446177501206,4,1501.899613899614,0.4135394542145807,52901.0160936357,0,Benushangul Gumuz_Sorghum,Benushangul Gumuz_2006,Sorghum_2006,52886.98,1.3130287648054146,3.017120497246064,1367.3627989346337,1148.8333333333333,218.16666666666674,1155.3333333333333,493.7857160077971,1367.3627989346337,222.49681592871823,0,Low Risk
S.N.N.P.R,Sorghum,2006,103150.03,102768411,996,10,2000,0,7,1521.2747252747254,-0.725229826465394,4,1501.899613899614,0.053026239479309,103181.13554216867,0,S.N.N.P.R_Sorghum,S.N.N.P.R_2006,Sorghum_2006,103150.03,-0.2713972201901975,0.4211080945381023,996.3003500823024,1491.7666666666667,-495.76666666666665,984.6666666666666,388.1241210403357,996.3003500823024,-495.6169557923187,2,High Risk
Gambela,Sorghum,2006,2889.0,4128800,1429,10,2000,0,4,485.2197802197802,-0.671232004076952,4,1501.899613899614,inf,2889.293212036389,0,Gambela_Sorghum,Gambela_2006,Sorghum_2006,2889.0,0.43473895582329325,-0.9598242304242692,1429.1450328833507,462.8839779005525,966.1160220994475,1264.0,234.15593095200316,1429.1450328833507,965.5909368248465,0,Low Risk
Harari,Sorghum,2006,5407.15,4855216,898,10,2000,0,5,12684.181318681318,2.9989687979000377,4,1501.899613899614,0.8634488581846094,5406.699331848552,0,Harari_Sorghum,Harari_2006,Sorghum_2006,5407.15,-0.3715885234429671,0.1759387715559,897.9251546563347,536.2277777777778,361.77222222222224,1107.6666666666667,282.56385708956634,897.9251546563347,361.5765724703352,0,Low Risk
DIRE DAWA,Sorghum,2006,7294.57,7380100,1012,10,2000,0,3,361.5824175824176,55.98478881939619,4,1501.899613899614,0.6674047129527123,7292.588932806324,0,DIRE DAWA_Sorghum,DIRE DAWA_2006,Sorghum_2006,7294.57,0.12694877505567925,0.5200353599098371,1011.725159947742,361.5824175824176,650.4175824175825,1113.0,279.53711739230545,1011.725159947742,651.064566552548,0,Low Risk
Tigray,Sorghum,2007,207488.92,334506297,1612,11,2000,0,9,1323.2252747252746,2.2581367926503897,4,1501.899613899614,3.808679429663117,207510.10980148884,0,Tigray_Sorghum,Tigray_2007,Sorghum_2007,207488.92,0.592885375494071,44.3254423381797,1612.164625465302,1323.2252747252746,288.77472527472537,1174.0,383.57789300218985,1612.164625465302,333.69305298839913,0,Low Risk
Afar,Sorghum,2007,1551.95,772190,498,11,2000,0,0,454.0164835164835,-0.984260621395127,4,1501.899613899614,-0.468151343964934,1550.5823293172691,0,Afar_Sorghum,Afar_2007,Sorghum_2007,1551.95,-0.6910669975186104,-0.9976915531727644,497.5611327684526,425.4088397790055,72.59116022099448,1040.6666666666667,557.5529870185729,497.5611327684526,70.9024016703031,0,Low Risk
Amhara,Sorghum,2007,481218.82,789147685,1640,11,2000,0,1,1654.5824175824175,-0.0916496126637669,4,1501.899613899614,-0.0732702052046723,481187.6128048781,0,Amhara_Sorghum,Amhara_2007,Sorghum_2007,481218.82,2.2931726907630523,1020.9605084240925,1639.893645472968,1625.4222222222222,14.577777777777783,1250.0,651.401565856269,1639.893645472968,1037.8314588926332,0,Low Risk
