Region,crop type,Year,Area cultivated(Ha),Production(kg),Yeild (kg/ha),Year_Since_Start,Decade,Is_Recent,Region_Code,Region_Avg_Yield,Region_Growth_Rate,Crop_Code,Crop_Avg_Yield,Crop_Trend,Yield_to_Production_Ratio,Area_Missing_Flag,Region_Crop,Region_Year,Crop_Year,Area_Filled,Yield_Growth_Rate,Production_Growth_Rate,Area_Efficiency,Regional_Avg_Yield,Yield_Anomaly,Rolling_Yield_Trend,Yield_Stability,Production_Area_Ratio,Early_Warning_Score,Risk_Level,Risk_Name
Oromiya,Maize,2013,1115957.4,3590845746,3218,17,2010,1,6,1857.7087912087911,0.7721282384449992,1,2015.483870967742,0.0309932751457766,1115862.5686761965,0,Oromiya_Maize,Oromiya_2013,Maize_2013,1115957.4,0.10736407432897455,1.8431693865444778,3217.726542249731,1817.2122905027934,1400.7877094972066,2819.6666666666665,447.786035214735,3217.726542249731,1402.73824295808,0,Low Risk
Somalia,Maize,2013,28808.44,92029339,3195,17,2010,1,8,549.7857142857143,8.918897797003767,1,2015.483870967742,0.2134548945304581,28804.174960876368,0,Somalia_Maize,Somalia_2013,Maize_2013,28808.44,-0.007147296457426955,-0.974371124378563,3194.5269858416495,549.7857142857143,2645.214285714286,3106.3333333333335,173.87447579599294,3194.5269858416495,2644.23276729345,0,Low Risk
Benushangul Gumuz,Maize,2013,49476.37,145454488,2940,17,2010,1,2,1183.4835164835165,48.37261477718007,1,2015.483870967742,0.0158356310914777,49474.3156462585,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2013,Maize_2013,49476.37,-0.07981220657277,0.5805230112540523,2939.8779255632535,1148.8333333333333,1791.1666666666667,3117.6666666666665,154.2930112912809,2939.8779255632535,1791.6673774713481,0,Low Risk
S.N.N.P.R,Maize,2013,305204.64,871890174,2857,17,2010,1,7,1521.2747252747254,1.8848213541257215,1,2015.483870967742,0.0321607414787286,305176.81974098703,0,S.N.N.P.R_Maize,S.N.N.P.R_2013,Maize_2013,305204.64,-0.028231292517006845,4.994247313977689,2856.7395764363214,1491.7666666666667,1365.2333333333333,2997.3333333333335,176.14293438378832,2856.7395764363214,1370.199349354794,0,Low Risk
Gambela,Maize,2013,5070.81,11972488,2361,17,2010,1,4,485.2197802197802,inf,1,2015.483870967742,0.1202420193027087,5070.93943244388,0,Gambela_Maize,Gambela_2013,Maize_2013,5070.81,-0.17360868043402167,-0.9862683531056745,2361.060264533674,462.8839779005525,1898.1160220994475,2719.3333333333335,313.0883794287678,2361.060264533674,1896.9561450659078,0,Low Risk
Harari,Maize,2013,1242.35,2741443,2207,17,2010,1,5,12684.181318681318,inf,1,2015.483870967742,-0.486411108962916,1242.1581332125056,0,Harari_Maize,Harari_2013,Maize_2013,1242.35,-0.06522659889877169,-0.7710214451666186,2206.6591540226186,536.2277777777778,1670.7722222222224,2475.0,339.6645403924277,2206.6591540226186,1669.935974178157,0,Low Risk
DIRE DAWA,Maize,2013,270.55,403260,1491,17,2010,1,3,361.5824175824176,inf,1,2015.483870967742,0.077857755705889,270.4627766599598,0,DIRE DAWA_Maize,DIRE DAWA_2013,Maize_2013,270.55,-0.3244222927050294,-0.8529022854022499,1490.5193125115504,361.5824175824176,1129.4175824175825,2019.6666666666667,464.2686004171865,1490.5193125115504,1128.2402578394751,0,Low Risk
Tigray,Maize,2014,65201.64,148599268,2279,18,2010,1,9,1323.2252747252746,-0.275243367379683,1,2015.483870967742,-0.0779368988406724,65203.715664765245,0,Tigray_Maize,Tigray_2014,Maize_2014,65201.64,0.528504359490275,367.4949362694044,2279.0725509358354,1323.2252747252746,955.7747252747254,1992.3333333333333,435.65735771743056,2279.0725509358354,1323.79816590362,0,Low Risk
Afar,Maize,2014,4723.91,17223347,3646,18,2010,1,0,454.0164835164835,inf,1,2015.483870967742,-0.086210384479461,4723.902084476138,0,Afar_Maize,Afar_2014,Maize_2014,4723.91,0.5998244844229925,-0.8840953442650875,3645.9938906541406,425.4088397790055,3220.5911602209944,2472.0,1090.3866286781029,3645.9938906541406,3220.306889361152,0,Low Risk
Amhara,Maize,2014,474254.25,1598474987,3371,18,2010,1,1,1654.5824175824175,0.4272208682345486,1,2015.483870967742,0.2656447727552933,474184.21447641647,0,Amhara_Maize,Amhara_2014,Maize_2014,474254.25,-0.07542512342292929,91.80861536378498,3370.5021873815576,1625.4222222222222,1745.5777777777778,3098.6666666666665,723.046563738001,3370.5021873815576,1837.3109680181399,0,Low Risk
Oromiya,Maize,2014,1083332.83,3595409042,3319,18,2010,1,6,1857.7087912087911,0.5612857505040432,1,2015.483870967742,0.0012708137087433,1083280.8201265442,0,Oromiya_Maize,Oromiya_2014,Maize_2014,1083332.83,-0.015425689706318635,1.2492745092920243,3318.840657676736,1817.2122905027934,1501.7877094972066,3445.3333333333335,175.71662793637526,3318.840657676736,1503.0215583167924,0,Low Risk
Somalia,Maize,2014,30095.76,83716824,2782,18,2010,1,8,549.7857142857143,inf,1,2015.483870967742,-0.0903246191956241,30092.316319194822,0,Somalia_Maize,Somalia_2014,Maize_2014,30095.76,-0.16179572160289246,-0.9767156329023884,2781.6816721026485,549.7857142857143,2232.214285714286,3157.3333333333335,326.086389371484,2781.6816721026485,2231.0757743597806,0,Low Risk
Benushangul Gumuz,Maize,2014,46098.0,146577836,3180,18,2010,1,2,1183.4835164835165,35.02790446393261,1,2015.483870967742,0.0077230205505931,46093.65911949686,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2014,Maize_2014,46098.0,0.14306254493170378,0.7508766935544522,3179.7005510000436,1148.8333333333333,2031.1666666666667,3093.6666666666665,278.71550608699755,3179.7005510000436,2032.060605905153,0,Low Risk
S.N.N.P.R,Maize,2014,284723.54,887752394,3118,18,2010,1,7,1521.2747252747254,2.151571511142709,1,2015.483870967742,0.0181929106130744,284718.5355997434,0,S.N.N.P.R_Maize,S.N.N.P.R_2014,Maize_2014,284723.54,-0.019496855345911945,5.056525449045379,3117.9451969443767,1491.7666666666667,1626.2333333333333,3026.6666666666665,214.14325423260783,3117.9451969443767,1631.2703619270328,0,Low Risk
Gambela,Maize,2014,4666.49,10107013,2166,18,2010,1,4,485.2197802197802,inf,1,2015.483870967742,-0.155813478368071,4666.210987996306,0,Gambela_Maize,Gambela_2014,Maize_2014,4666.49,-0.3053239255933291,-0.9886150540755398,2165.870493668689,462.8839779005525,1703.1160220994475,2821.3333333333335,568.3813273967853,2165.870493668689,1701.8220831197787,0,Low Risk
Harari,Maize,2014,1401.38,3087611,2203,18,2010,1,5,12684.181318681318,inf,1,2015.483870967742,0.1262721858524871,1401.5483431684067,0,Harari_Maize,Harari_2014,Maize_2014,1401.38,0.017082179132040576,-0.694508060888019,2203.264639141418,536.2277777777778,1666.7722222222224,2495.6666666666665,539.273894540921,2203.264639141418,1666.0947963404665,0,Low Risk
DIRE DAWA,Maize,2014,316.0,591969,1873,18,2010,1,3,361.5824175824176,inf,1,2015.483870967742,0.4679586371075732,316.05392418579817,0,DIRE DAWA_Maize,DIRE DAWA_2014,Maize_2014,316.0,-0.14979573309123917,-0.808276042545515,1873.3196202531647,361.5824175824176,1511.4175824175825,2080.6666666666665,180.79362083141427,1873.3196202531647,1510.4595106419458,0,Low Risk
Tigray,Maize,2015,64197.01,159149435,2479,19,2010,1,9,1323.2252747252746,-0.217782854520782,1,2015.483870967742,0.0709974358689304,64199.04598628479,0,Tigray_Maize,Tigray_2015,Maize_2015,64197.01,0.3235451147891084,267.8475832349329,2479.0786206398084,1323.2252747252746,1155.7747252747254,2185.0,303.4007251144921,2479.0786206398084,1423.9458536244474,0,Low Risk
Afar,Maize,2015,58318.95,0,0,19,2010,1,0,454.0164835164835,-0.1133742964865565,1,2015.483870967742,-1.0,64289.84447004608,1,Afar_Maize,Afar_2015,Maize_2015,6058.575217391305,-1.0,-1.0,0.0,425.4088397790055,-425.4088397790055,1450.6666666666667,1292.3367724139612,0.0,-427.4088397790055,2,High Risk
Amhara,Maize,2015,513367.36,1837500847,3579,19,2010,1,1,1654.5824175824175,0.5365990346899485,1,2015.483870967742,0.1495336880113469,513411.8041352333,0,Amhara_Maize,Amhara_2015,Maize_2015,513367.36,inf,inf,3579.3098474355675,1625.4222222222222,1953.5777777777778,2019.3333333333333,1833.2431189924957,3579.3098474355675,inf,0,Low Risk
Oromiya,Maize,2015,1129849.71,3944110364,3491,19,2010,1,6,1857.7087912087911,0.596598295743537,1,2015.483870967742,0.0969851602214444,1129793.859639072,0,Oromiya_Maize,Oromiya_2015,Maize_2015,1129849.71,-0.024587873707739627,1.1464536304510342,3490.827434031027,1817.2122905027934,1673.7877094972066,2356.6666666666665,2041.4074393254602,3490.827434031027,1674.90957525395,0,Low Risk
Somalia,Maize,2015,58318.95,0,2968,19,2010,1,8,549.7857142857143,-0.1133742964865565,1,2015.483870967742,-1.0,0.0,1,Somalia_Maize,Somalia_2015,Maize_2015,26970.177826086958,-0.1498138069321111,-1.0,0.0,549.7857142857143,2418.214285714286,3346.0,330.3013775326974,0.0,2417.064471907354,0,Low Risk
Benushangul Gumuz,Maize,2015,45278.92,156509077,3457,19,2010,1,2,1183.4835164835165,inf,1,2015.483870967742,0.0677540429782304,45273.0914087359,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2015,Maize_2015,45278.92,0.16475741239892194,inf,3456.5549929194426,1148.8333333333333,2308.166666666667,3305.3333333333335,292.6334453430279,3456.5549929194426,inf,0,Low Risk
S.N.N.P.R,Maize,2015,310243.28,999868525,3223,19,2010,1,7,1521.2747252747254,1.9885080700522244,1,2015.483870967742,0.12629211901624,310229.1421036302,0,S.N.N.P.R_Maize,S.N.N.P.R_2015,Maize_2015,310243.28,-0.06768874746890363,5.388565725168771,3222.85312674621,1491.7666666666667,1731.2333333333333,3216.0,244.57514182761446,3222.85312674621,1736.5542103110333,0,Low Risk
Gambela,Maize,2015,4666.49,10107013,2166,19,2010,1,4,485.2197802197802,inf,1,2015.483870967742,0.0,4666.210987996306,0,Gambela_Maize,Gambela_2015,Maize_2015,4666.49,-0.3279553211293825,-0.9898916580057363,2165.870493668689,462.8839779005525,1703.1160220994475,2948.6666666666665,687.8330708342916,2165.870493668689,1701.7981751203124,0,Low Risk
Harari,Maize,2015,1300.31,2747185,2113,19,2010,1,5,12684.181318681318,inf,1,2015.483870967742,-0.110255469358024,1300.1348793185043,0,Harari_Maize,Harari_2015,Maize_2015,1300.31,-0.024469067405355482,-0.7281902180199036,2112.7154293976055,536.2277777777778,1576.7722222222224,2500.6666666666665,626.1200630337065,2112.7154293976055,1576.019562936797,0,Low Risk
DIRE DAWA,Maize,2015,371.07,747454,2014,19,2010,1,3,361.5824175824176,inf,1,2015.483870967742,0.2626573350969392,371.12909632572,0,DIRE DAWA_Maize,DIRE DAWA_2015,Maize_2015,371.07,-0.04685281590156176,-0.727920034508051,2014.3207481068262,361.5824175824176,1652.4175824175825,2097.6666666666665,77.15136637372899,2014.3207481068262,1651.642809567173,0,Low Risk
Tigray,Maize,2016,62640.0,137908952,2202,20,2010,1,9,1323.2252747252746,-0.216856403871658,1,2015.483870967742,-0.133462509621853,62628.951861943686,0,Tigray_Maize,Tigray_2016,Maize_2016,62640.0,0.09334657398212509,183.50493542077507,2201.6116219667942,1323.2252747252746,878.7747252747254,2109.6666666666665,94.04431579491308,2201.6116219667942,1062.3730072694825,0,Low Risk
Afar,Maize,2016,2330.86,5639678,2420,20,2010,1,0,454.0164835164835,inf,1,2015.483870967742,inf,2330.4454545454546,0,Afar_Maize,Afar_2016,Maize_2016,2330.86,0.09900090826521346,-0.9591057874183541,2419.569600919832,425.4088397790055,1994.5911602209944,2212.0,203.18464508914013,2419.569600919832,1993.7310553418413,0,Low Risk
Amhara,Maize,2016,517210.23,1814326840,3508,20,2010,1,1,1654.5824175824175,0.484835454492206,1,2015.483870967742,-0.0126116986764034,517196.9327251996,0,Amhara_Maize,Amhara_2016,Maize_2016,517210.23,0.4495867768595041,320.70752301815816,3507.909810677952,1625.4222222222222,1882.5777777777778,2710.0,699.631331488234,3507.909810677952,2203.7348875727953,0,Low Risk
Oromiya,Maize,2016,1125747.85,3953859374,3512,20,2010,1,6,1857.7087912087911,0.607668266326107,1,2015.483870967742,0.0024717893517849,1125814.1725512529,0,Oromiya_Maize,Oromiya_2016,Maize_2016,1125747.85,0.0011402508551880963,1.1792431698800199,3512.206906724272,1817.2122905027934,1694.7877094972066,3146.6666666666665,629.3149714835423,3512.206906724272,1695.9680929179417,0,Low Risk
Somalia,Maize,2016,25833.74,61503026,2381,20,2010,1,8,549.7857142857143,inf,1,2015.483870967742,inf,25830.754304913906,0,Somalia_Maize,Somalia_2016,Maize_2016,25833.74,-0.3220387243735763,-0.9844448119717067,2380.724819557679,549.7857142857143,1831.2142857142858,3133.6666666666665,651.8315221998179,2380.724819557679,1829.9078021779405,0,Low Risk
Benushangul Gumuz,Maize,2016,46998.87,167376015,3561,20,2010,1,2,1183.4835164835165,23.832518198657457,1,2015.483870967742,0.0694332763843466,47002.53159224937,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2016,Maize_2016,46998.87,0.495590088198236,1.721427316438056,3561.2774307126956,1148.8333333333333,2412.166666666667,3151.3333333333335,667.5779604910064,3561.2774307126956,2414.3836840713034,0,Low Risk
S.N.N.P.R,Maize,2016,325116.61,999735524,3075,20,2010,1,7,1521.2747252747254,1.9875497979989645,1,2015.483870967742,-0.000133018488605807,325117.2435772358,0,S.N.N.P.R_Maize,S.N.N.P.R_2016,Maize_2016,325116.61,-0.1364785172704297,4.972991554375339,3075.0059924652883,1491.7666666666667,1583.2333333333333,3005.6666666666665,593.0474966925768,3075.0059924652883,1588.0698463704382,0,Low Risk
Gambela,Maize,2016,4080.02,7969537,1953,20,2010,1,4,485.2197802197802,inf,1,2015.483870967742,-0.211484441545687,4080.664106502816,0,Gambela_Maize,Gambela_2016,Maize_2016,4080.02,-0.3648780487804878,-0.9920283546911353,1953.3083171160927,462.8839779005525,1490.1160220994475,2863.0,824.696307740006,1953.3083171160927,1488.7591156959759,0,Low Risk
Harari,Maize,2016,1265.83,2100281,1659,20,2010,1,5,12684.181318681318,inf,1,2015.483870967742,-0.235478862908759,1265.9921639541892,0,Harari_Maize,Harari_2016,Maize_2016,1265.83,-0.15053763440860213,-0.7364613527736932,1659.2125324885649,536.2277777777778,1122.7722222222224,2229.0,747.258991247345,1659.2125324885649,1121.88522323504,0,Low Risk
DIRE DAWA,Maize,2016,294.22,416183,1415,20,2010,1,3,361.5824175824176,inf,1,2015.483870967742,-0.443199180150216,294.12226148409894,0,DIRE DAWA_Maize,DIRE DAWA_2016,Maize_2016,294.22,-0.14707655213984328,-0.8018441341896632,1414.5299435796342,361.5824175824176,1053.4175824175825,1675.6666666666667,269.3869583579238,1414.5299435796342,1052.468661731253,0,Low Risk
Tigray,Maize,2017,66451.95,169801363,2555,21,2010,1,9,1323.2252747252746,-0.202313378802076,1,2015.483870967742,0.2312570035337517,66458.4590998043,0,Tigray_Maize,Tigray_2017,Maize_2017,66451.95,0.8056537102473498,406.9968739713059,2555.2502672984015,1323.2252747252746,1231.7747252747254,1876.3333333333333,600.2710498877431,2555.2502672984015,1639.5772529562787,0,Low Risk
Afar,Maize,2017,4664.83,13553348,2905,21,2010,1,0,454.0164835164835,inf,1,2015.483870967742,1.4032130912438618,4665.524268502581,0,Afar_Maize,Afar_2017,Maize_2017,4664.83,0.13698630136986312,-0.9201811589698488,2905.4323523043713,425.4088397790055,2479.5911602209944,2291.6666666666665,779.1234390860876,2905.4323523043713,2478.8079653633945,0,Low Risk
Amhara,Maize,2017,519495.71,1962937196,3780,21,2010,1,1,1654.5824175824175,0.4881230836613486,1,2015.483870967742,0.0819093631442944,519295.5544973545,0,Amhara_Maize,Amhara_2017,Maize_2017,519495.71,0.3012048192771084,143.83042831926105,3778.543611072361,1625.4222222222222,2154.5777777777776,3080.0,630.9714732061964,3778.543611072361,2298.709410916316,0,Low Risk
Oromiya,Maize,2017,1142653.56,4362096931,3818,21,2010,1,6,1857.7087912087911,0.637408747336998,1,2015.483870967742,0.103250398758365,1142508.363279204,0,Oromiya_Maize,Oromiya_2017,Maize_2017,1142653.56,0.010052910052910091,1.2222294935818212,3817.514847632383,1817.2122905027934,2000.7877094972066,3501.0,516.5007260401452,3817.514847632383,2002.0199919008414,0,Low Risk
Somalia,Maize,2017,24767.08,51594344,2083,21,2010,1,8,549.7857142857143,inf,1,2015.483870967742,-0.161108853408285,24769.248199711958,0,Somalia_Maize,Somalia_2017,Maize_2017,24767.08,-0.4544264012572027,-0.9881721234497712,2083.182353349688,549.7857142857143,1533.2142857142858,3227.0,990.9152335089,2083.182353349688,1531.7716871895789,0,Low Risk
Benushangul Gumuz,Maize,2017,49115.09,188481615,3838,21,2010,1,2,1183.4835164835165,inf,1,2015.483870967742,0.1260969201590802,49109.33168316832,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2017,Maize_2017,49115.09,0.842534805568891,2.653144906736289,3837.5500279038483,1148.8333333333333,2689.166666666667,3246.3333333333335,1007.5258474765453,3837.5500279038483,2692.662346378972,0,Low Risk
S.N.N.P.R,Maize,2017,322714.36,1085725550,3364,21,2010,1,7,1521.2747252747254,2.3024949051614345,1,2015.483870967742,0.0860127743144996,322748.3799048751,0,S.N.N.P.R_Maize,S.N.N.P.R_2017,Maize_2017,322714.36,-0.12350182386659714,4.760379069332571,3364.3546261777756,1491.7666666666667,1872.2333333333333,3095.0,907.8970205920922,3364.3546261777756,1876.8702105787993,0,Low Risk
Gambela,Maize,2017,4061.5,9144938,2252,21,2010,1,4,485.2197802197802,inf,1,2015.483870967742,0.1474867360550555,4060.807282415631,0,Gambela_Maize,Gambela_2017,Maize_2017,4061.5,-0.33055885850178357,-0.9915771181768726,2251.61590545365,462.8839779005525,1789.1160220994475,3151.3333333333335,814.106463144306,2251.61590545365,1787.7938861227688,0,Low Risk
Harari,Maize,2017,1407.76,3340244,2373,21,2010,1,5,12684.181318681318,inf,1,2015.483870967742,0.5903795730190389,1407.6038769490096,0,Harari_Maize,Harari_2017,Maize_2017,1407.76,0.05373001776198927,-0.6347439424958377,2372.7368301415013,536.2277777777778,1836.7722222222224,2663.0,610.0909768223087,2372.7368301415013,1836.1912082974884,0,Low Risk
DIRE DAWA,Maize,2017,240.02,499129,2080,21,2010,1,3,361.5824175824176,inf,1,2015.483870967742,0.1993017494707856,239.9658653846154,0,DIRE DAWA_Maize,DIRE DAWA_2017,Maize_2017,240.02,-0.12347239780868102,-0.850571096003765,2079.5308724272977,361.5824175824176,1718.4175824175825,2235.0,147.2379027288812,2079.5308724272977,1717.4435389237701,0,Low Risk
Tigray,Maize,2018,62161.78,159056125,2559,22,2010,1,9,1323.2252747252746,-0.256757998845101,1,2015.483870967742,-0.063281223484643,62155.57835091832,0,Tigray_Maize,Tigray_2018,Maize_2018,62161.78,0.2302884615384615,317.6673685560246,2558.744698108709,1323.2252747252746,1235.7747252747254,2337.3333333333335,241.4836088295283,2558.744698108709,1553.6723822922884,0,Low Risk
Afar,Maize,2018,4308.23,13800912,3203,22,2010,1,0,454.0164835164835,inf,1,2015.483870967742,0.0182658926783256,4308.745551045895,0,Afar_Maize,Afar_2018,Maize_2018,4308.23,0.251660805001954,-0.9132324391783089,3203.3832919783767,425.4088397790055,2777.5911602209944,2614.0,563.5166368440233,3203.3832919783767,2776.929588586818,0,Low Risk
Amhara,Maize,2018,520116.84,2071865758,3983,22,2010,1,1,1654.5824175824175,0.4749446315506596,1,2015.483870967742,0.0554926373711652,520177.1925684158,0,Amhara_Maize,Amhara_2018,Maize_2018,520116.84,0.24352169840774285,149.12527853231728,3983.4621736146823,1625.4222222222222,2357.5777777777776,3248.3333333333335,713.0815755110568,3983.4621736146823,2506.9465780085025,0,Low Risk
Oromiya,Maize,2018,1146899.78,4676744066,4078,22,2010,1,6,1857.7087912087911,0.7516434825425615,1,2015.483870967742,0.0721320823395521,1146822.9686120648,0,Oromiya_Maize,Oromiya_2018,Maize_2018,1146899.78,0.023851368315340293,1.2572621068435073,4077.7268838607674,1817.2122905027934,2260.7877094972064,3754.6666666666665,480.112833960237,4077.7268838607674,2262.068822972365,0,Low Risk
Somalia,Maize,2018,23792.38,57483111,2416,22,2010,1,8,549.7857142857143,inf,1,2015.483870967742,0.1141359021833865,23792.678394039736,0,Somalia_Maize,Somalia_2018,Maize_2018,23792.38,-0.407552721922511,-0.9877087327874315,2416.030300457541,549.7857142857143,1866.2142857142858,3492.3333333333335,933.3414880596118,2416.030300457541,1864.8190242595758,0,Low Risk
Benushangul Gumuz,Maize,2018,50681.11,203375051,4013,22,2010,1,2,1183.4835164835165,33.42159148473933,1,2015.483870967742,0.0790179774297881,50679.05581858959,0,Benushangul Gumuz_Maize,Benushangul Gumuz_2018,Maize_2018,50681.11,0.6610099337748345,2.5379965952086345,4012.8373470904644,1148.8333333333333,2864.166666666667,3502.3333333333335,941.3534582362411,4012.8373470904644,2867.3656731956503,0,Low Risk
